event_id,event_description
8431,"Subject is angry and is distracted by arguing on the cell phone with his girlfriend.  Subject vehicle is speeding through toll booth (unsure if open or not).  Subject vehicle hits a barrel on the right, looks like subject overcorrected or lost control, perhaps hit a barrel or cone on the left.  Looks like subject throws the phone down when he hits the barrel on the right."
8432,Subject driver is driving with a passenger in adjacent seat.  A utility truck (looks like it has a cherry picker on it) is parked in the opposite lane.  An oncoming truck passes the utility truck and has to come over into subject driver's lane to do so.  The oncoming vehicle nearly hits the subject vehicle in the left front/left side.  Changed the locality variable after referring to satellite map.
8433,"Subject driver begins to change lanes (from middle into left lane).  After the subject vehicle begins to travel into the left lane, the subject driver sees a vehicle in that left lane and comes back into the middle lane.  The following vehicle in the left lane, nearly hits the subject vehicle in the left rear."
8434,"Subject driver is driving in stop and go traffic.  The lead vehicle is waiting to pass through intersection (appears to be making sure to leave the intersection clear in the event that the light turns red).  The subject driver slows to a stop behind the lead vehicle and the following vehicle rapidly approaches, nearly hitting the subject vehicle in the rear."
8435,"Subject is angry at the lead vehicle before he changes lanes, and is yelling at the other driver because subject wants to go from the far left lane into the right exit lane, two lanes over, and the lead vehicle is not moving fast enough to allow the subject to get into the middle lane to the right.  Subject finally changes into the middle lane, cutting very close behind the lead vehicle in the middle lane, and continues into the far right exit lane.  Subject continues to turn to look out of his window and yell at the first driver."
8436,Subject driver is going through an intersection and a bus is in the lane to his right.  Subject driver edges over to the left to avoid the bus and hits the median on the left as he clears the intersection.
8437,Subject changes lanes and is following lead vehicle fairly closely toward an intersection.  Lead vehicle stops at intersection to allow another vehicle to pass in front across the intersection.  Subject brakes to avoid hitting lead vehicle in the rear.
8438,"Subject vehicle and lead vehicle are on interstate after merging, and subject begins to change into the left lane.  Lead vehicle has left turn signal on to also change into the left lane but subject looks at her left mirror right before changing into left lane and apparently does not see the signal.  Lead vehicle changes to left lane in front of subject vehicle right after she enters that lane.  Subject must brake to avoid hitting lead vehicle in the rear.  Inopportune glance."
8439,"Lead vehicle begins to change into left lane but does not fully enter left lane and then re-enters right lane in front of subject vehicle.  Subject vehicle begins to pass the lead vehicle on the right before the lead vehicle is completely changed to the left lane, thus subject vehicle is too close to the lead vehicle when the lead comes back into the right lane.  Subject brakes and steers slightly right to avoid hitting the lead vehicle in the rear.  Changed variable ""travel lanes"" after reviewing satellite map"
8440,"Both lead and subject vehicle make a curved turn in a cut-through road to another road, and the lead vehicle stops briefly before entering the other road (while still on the curved road).  Subject brakes and steers slightly right to avoid hitting lead vehicle in the rear. Subject vehicle has a passenger in the adjacent seat."
8441,The subject driver is accelerating when a stopped vehicle in the right hand lane tries to change into the subject driver's lane right next to him.
8442,The subject driver is checking her left  mirror while she tries to change into the left lane.  There is a vehicle in the left lane and she must swerve back into the original lane to avoid hitting the other vehicle.
8443,"A vehicle is stopped in the subject driver's lane, as she swerved around the vehicle she nearly hit an suv in the  middle lane, she then swerves back over and merges in front of the car that was stopped."
8444,"Subject vehicle crosses over two lanes from the right lane to get into a left lane.  Subject looks out left window as changing into leftmost lane, when lead vehicle in that lane slows and stops.  While subject vehicle is partially in that lane, subject brakes to avoid hitting lead vehicle in the rear.  Inopportune glance."
8445,Subject is eating potato chips and the lead vehicle stops at a red light at an intersection.  Subject brakes and steers slightly right to avoid hitting the lead vehicle in the rear.
